Severity,Type,Code,Source,Description,Timestamp,Run_Hours,Asset,Site
Medium,Diagnostic,3:5,Engine,Cylinder #3 Injector:Current Below Normal,2022-06-05 09:13:48,28734,SLM00576,Fernando de Noronha
Medium,Diagnostic,3:5,Engine,Cylinder #3 Injector:Current Below Normal,2022-06-05 08:12:05,28733,SLM00576,Fernando de Noronha
Low,Event,100:1,1,Low Engine Oil Pressure Warning,2022-05-31 18:17:35,28623,SLM00576,Fernando de Noronha
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-30 14:15:25,28620,SLM00576,Fernando de Noronha
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-24 20:21:41,28620,SLM00576,Fernando de Noronha
Low,Event,100:1,1,Low Engine Oil Pressure Warning,2022-05-20 11:32:51,28620,SLM00576,Fernando de Noronha
Low,Event,100:1,1,Low Engine Oil Pressure Warning,2022-05-20 02:09:50,28619,SLM00576,Fernando de Noronha
Low,Event,100:1,1,Low Engine Oil Pressure Warning,2022-05-19 19:45:01,28617,SLM00576,Fernando de Noronha
Low,Event,100:1,1,Low Engine Oil Pressure Warning,2022-05-19 17:07:21,28615,SLM00576,Fernando de Noronha
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-19 16:50:21,28614,SLM00576,Fernando de Noronha
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-26 08:40:54,43053,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-22 09:35:10,42959,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-15 09:08:52,42814,TTG00230,Macaé
Low,Event,38:1,Engine #3,Low Engine Coolant Temperature Warning,2022-07-15 08:35:24,42813,TTG00230,Macaé
Low,Event,38:1,Engine #3,Low Engine Coolant Temperature Warning,2022-07-14 15:20:52,42796,TTG00230,Macaé
Low,Event,38:1,Engine #3,Low Engine Coolant Temperature Warning,2022-07-14 13:30:55,42794,TTG00230,Macaé
Low,Event,38:1,Engine #3,Low Engine Coolant Temperature Warning,2022-07-14 11:55:57,42793,TTG00230,Macaé
Low,Event,38:1,Engine #3,Low Engine Coolant Temperature Warning,2022-07-14 10:50:59,42791,TTG00230,Macaé
Low,Event,38:1,Engine #3,Low Engine Coolant Temperature Warning,2022-07-14 07:06:05,42788,TTG00230,Macaé
Low,Event,38:1,Engine #3,Low Engine Coolant Temperature Warning,2022-07-14 05:11:08,42786,TTG00230,Macaé
Low,Event,38:1,Engine #3,Low Engine Coolant Temperature Warning,2022-07-14 01:56:13,42783,TTG00230,Macaé
Low,Event,38:1,Engine #3,Low Engine Coolant Temperature Warning,2022-07-13 10:41:37,42767,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-13 10:13:14,42767,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-06 17:32:55,42613,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-03 15:13:44,42608,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-27 10:47:34,42483,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-26 20:45:37,42478,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-25 14:46:46,42455,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-24 02:51:32,42444,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-18 19:53:36,42433,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-17 15:44:12,42406,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-16 03:56:11,42383,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-09 19:01:21,42275,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-09 11:14:44,42273,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-08 21:41:31,42267,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-08 07:34:52,42265,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-07 12:01:20,42263,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-06 21:34:38,42258,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-04 16:33:58,42255,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-03 08:30:26,42235,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-30 16:46:53,42162,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-29 08:38:09,42144,TTG00230,Macaé
Medium,Diagnostic,444:6,2,Starter Motor Relay:Current Above Normal,2022-05-27 16:38:21,42068,TTG00230,Macaé
High,Event,225:3,1,Engine Overcrank,2022-05-27 16:37:37,42068,TTG00230,Macaé
Low,Event,38:1,1,Low Engine Coolant Temperature Warning,2022-05-27 16:37:37,42069,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-25 12:22:09,42069,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-24 00:47:39,42064,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-21 08:37:05,42014,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-17 18:57:06,41954,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-17 10:11:09,41946,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-13 08:20:34,41872,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-12 14:04:52,41856,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-11 11:11:46,41849,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-10 18:03:54,41847,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-10 10:43:13,41842,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-09 18:17:42,41840,TTG00230,Macaé
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-09 00:42:23,41838,TTG00230,Macaé
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-16 08:24:53,53790,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-15 08:15:38,53775,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-12 18:52:55,53772,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-12 08:43:23,53770,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-09 09:13:01,53700,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-08 07:50:54,53697,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-06 22:16:59,53676,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-04 10:49:15,53664,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-03 12:22:42,53660,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-07-02 10:24:30,53639,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-28 18:41:33,53637,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-28 08:22:27,53635,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-27 08:08:39,53632,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-22 15:18:03,53583,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-21 13:32:25,53575,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-20 14:56:40,53573,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-19 12:10:04,53566,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-17 18:09:00,53539,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-17 08:35:41,53536,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-16 08:14:21,53534,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-14 15:18:08,53509,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-07 12:17:09,53418,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-06 20:08:02,53414,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-06 08:16:55,53405,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-06-03 08:23:01,53337,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-31 17:52:06,53335,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-31 08:16:47,53332,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-30 16:04:09,53328,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-29 09:49:46,53327,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-22 21:42:32,53304,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-20 08:15:54,53251,TTG00231,Martin Vaz
Medium,Diagnostic,590:9,1,Engine Control Module:Abnormal Update Rate,2022-05-17 13:37:22,53248,TTG00231,Martin Vaz
