Severity,Type,Code,Source,Description,Timestamp,Run_Hours,Asset,Site
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-10-14 16:54:38,47256,ABA00133,Lewis Hamilton
Low,Event,95:1,Engine,Fuel Filter Restriction Warning,2021-10-14 14:42:30,47253,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-10-11 21:44:30,47188,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-10-11 17:18:10,47187,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-10-10 18:32:21,47183,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-10-10 03:51:41,47172,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-10-08 07:39:35,47167,ABA00133,Lewis Hamilton
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-10-08 02:57:51,47167,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-10-05 20:59:01,47124,ABA00133,Lewis Hamilton
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-10-05 19:43:04,47124,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-10-05 12:04:16,47119,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-10-04 18:15:35,47101,ABA00133,Lewis Hamilton
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-10-04 17:26:06,47101,ABA00133,Lewis Hamilton
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-10-01 10:53:05,47031,ABA00133,Lewis Hamilton
Low,Event,95:1,Engine,Fuel Filter Restriction Warning,2021-09-28 19:13:34,46970,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-09-26 15:03:22,46922,ABA00133,Lewis Hamilton
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-09-21 22:32:24,46821,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-09-21 02:34:29,46812,ABA00133,Lewis Hamilton
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-09-20 14:26:42,46812,ABA00133,Lewis Hamilton
High,Event,198:3,Engine,Low Fuel Pressure,2021-09-19 02:31:05,46777,ABA00133,Lewis Hamilton
Low,Diagnostic,289:3,Engine,Fuel Pressure Sensor - Before Fuel Filter:Voltage Above Normal,2021-09-19 02:30:49,46777,ABA00133,Lewis Hamilton
Low,Event,95:1,Engine,Fuel Filter Restriction Warning,2021-09-19 02:30:23,46777,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-09-11 12:18:54,46735,ABA00133,Lewis Hamilton
Low,Diagnostic,105:3,Engine,Inlet Manifold Temperature Sensor:Voltage Above Normal,2021-09-07 16:39:28,46732,ABA00133,Lewis Hamilton
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-09-07 13:53:43,46732,ABA00133,Lewis Hamilton
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-09-06 02:28:56,46713,ABA00133,Lewis Hamilton
Low,Event,95:1,Engine,Fuel Filter Restriction Warning,2021-09-05 23:14:20,46711,ABA00133,Lewis Hamilton
Medium,Diagnostic,10:5,Engine,Cylinder #10 Injector:Current Below Normal,2021-09-03 17:05:45,46671,ABA00133,Lewis Hamilton
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-09-03 05:48:54,46671,ABA00133,Lewis Hamilton
